Time,Temperature (°C),Light (Lux),Humidity (%RH),During USB (12)
2016-06-10 14:02:18,27.812,12000.0,0.00,0
2016-06-10 14:02:28,27.812,12000.0,0.00,0
2016-06-10 14:02:38,27.812,12000.0,0.00,0
2016-06-10 14:02:48,27.812,12000.0,0.00,0
2016-06-10 14:02:58,27.812,12000.0,0.00,0
2016-06-10 14:03:08,27.812,12000.0,0.00,0
2016-06-10 14:03:18,27.812,12000.0,0.00,0
2016-06-10 14:03:28,27.812,12000.0,0.00,0
2016-06-10 14:03:38,27.812,12000.0,0.00,0
2016-06-10 14:03:48,27.812,12000.0,0.00,0
2016-06-10 14:03:58,27.812,12000.0,0.00,0
2016-06-10 14:04:08,27.812,12000.0,0.00,0
2016-06-10 14:04:18,27.812,12000.0,0.00,0
2016-06-10 14:04:28,27.812,12000.0,0.00,0
2016-06-10 14:04:38,27.812,12000.0,0.00,0
2016-06-10 14:04:48,27.875,12000.0,0.00,0
2016-06-10 14:04:58,27.875,12000.0,0.00,0
2016-06-10 14:05:08,27.875,12000.0,0.00,0
2016-06-10 14:05:18,27.875,12000.0,0.00,0
2016-06-10 14:05:28,27.875,12000.0,0.00,0
2016-06-10 14:05:38,27.937,12000.0,0.00,0
2016-06-10 14:05:48,27.875,12000.0,0.00,0
2016-06-10 14:05:58,27.937,12000.0,0.00,0
2016-06-10 14:06:08,27.937,12000.0,0.00,0
2016-06-10 14:06:18,27.937,12000.0,0.00,0
2016-06-10 14:06:28,27.937,12000.0,0.00,0
2016-06-10 14:06:38,27.937,12000.0,0.00,0
2016-06-10 14:06:48,28.000,12000.0,0.00,0
2016-06-10 14:06:58,28.000,12000.0,0.00,0
2016-06-10 14:07:08,28.000,12000.0,0.00,0
2016-06-10 14:07:18,28.000,12000.0,0.00,0
2016-06-10 14:07:28,28.000,12000.0,0.00,0
2016-06-10 14:07:38,28.062,12000.0,0.00,0
2016-06-10 14:07:48,28.062,12000.0,0.00,0
2016-06-10 14:07:58,28.062,12000.0,0.00,0
2016-06-10 14:08:08,28.062,12000.0,0.00,0
2016-06-10 14:08:18,28.062,12000.0,0.00,0
2016-06-10 14:08:28,28.125,12000.0,0.00,0
2016-06-10 14:08:38,28.125,12000.0,0.00,0
2016-06-10 14:08:48,28.125,12000.0,0.00,0
2016-06-10 14:08:58,28.125,12000.0,0.00,0
2016-06-10 14:09:08,28.125,12000.0,0.00,0
2016-06-10 14:09:18,28.187,12000.0,0.00,0
2016-06-10 14:09:28,28.187,12000.0,0.00,0
2016-06-10 14:09:38,28.187,12000.0,0.00,0
2016-06-10 14:09:48,28.187,12000.0,0.00,0
2016-06-10 14:09:58,28.187,12000.0,0.00,0
2016-06-10 14:10:08,28.187,12000.0,0.00,0
2016-06-10 14:10:18,28.187,12000.0,0.00,0
2016-06-10 14:10:28,28.187,12000.0,0.00,0
2016-06-10 14:10:38,28.250,12000.0,0.00,0
2016-06-10 14:10:48,28.187,12000.0,0.00,0
2016-06-10 14:10:58,28.187,12000.0,0.00,0
2016-06-10 14:11:08,28.187,12000.0,0.00,0
2016-06-10 14:11:18,28.187,12000.0,0.00,0
2016-06-10 14:11:28,28.187,12000.0,0.00,0
2016-06-10 14:11:38,28.187,12000.0,0.00,0
2016-06-10 14:11:48,28.187,12000.0,0.00,0
